decision,decorative_score,reasons,path,document,page_number,size_bytes,sha256,pixel_width,pixel_height,bbox_width,bbox_height,bbox_area_ratio,unique_sample_colors,dominant_color_ratio,white_or_transparent_ratio,transparent_ratio,luminance_stddev,decode_error
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:26,IAASB-2025-Handbook-Volume-1_images/imageFile37.png,IAASB-2025-Handbook-Volume-1,60,353,e16c87046fe324add5070bed3576b5055048a6bf98a02690f02134d209ee7808,24,262,12.0,131.0,0.004225,2,0.951018,0.048982,0.0,55.036854,
drop,16,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile370.png,IAASB-2025-Handbook-Volume-1,724,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.008003,2,0.975736,0.024264,0.0,39.236179,
drop,16,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile371.png,IAASB-2025-Handbook-Volume-1,726,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.008083,2,0.975736,0.024264,0.0,39.236179,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile372.png,IAASB-2025-Handbook-Volume-1,728,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.004938,2,0.975736,0.024264,0.0,39.236179,
drop,16,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile373.png,IAASB-2025-Handbook-Volume-1,730,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.008003,2,0.975736,0.024264,0.0,39.236179,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile374.png,IAASB-2025-Handbook-Volume-1,732,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.00484,2,0.975736,0.024264,0.0,39.236179,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile375.png,IAASB-2025-Handbook-Volume-1,734,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.004843,2,0.975736,0.024264,0.0,39.236179,
drop,16,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile376.png,IAASB-2025-Handbook-Volume-1,736,275,b2ae420626eea8625b10dde1aa372b7fb1fe85b9f0f4b91dce40cca77f6d7e71,28,262,14.0,131.0,0.007414,2,0.977099,0.022901,0.0,38.144726,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:3,IAASB-2025-Handbook-Volume-1_images/imageFile377.png,IAASB-2025-Handbook-Volume-1,738,280,302c8e339377934c4f370842bfef881ca0354f543e5dee55523439c1d6ec123e,28,262,14.0,131.1,0.00493,2,0.977236,0.022764,0.0,38.033683,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:3,IAASB-2025-Handbook-Volume-1_images/imageFile378.png,IAASB-2025-Handbook-Volume-1,740,280,302c8e339377934c4f370842bfef881ca0354f543e5dee55523439c1d6ec123e,28,262,14.0,131.1,0.004908,2,0.977236,0.022764,0.0,38.033683,
drop,16,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|dominant_flat_color|few_sample_colors|repeated_exact_in_document:3,IAASB-2025-Handbook-Volume-1_images/imageFile379.png,IAASB-2025-Handbook-Volume-1,742,280,302c8e339377934c4f370842bfef881ca0354f543e5dee55523439c1d6ec123e,28,262,14.0,131.1,0.008095,2,0.977236,0.022764,0.0,38.033683,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:26,IAASB-2025-Handbook-Volume-1_images/imageFile38.png,IAASB-2025-Handbook-Volume-1,62,353,e16c87046fe324add5070bed3576b5055048a6bf98a02690f02134d209ee7808,24,262,12.0,131.0,0.004234,2,0.951018,0.048982,0.0,55.036854,
drop,16,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile380.png,IAASB-2025-Handbook-Volume-1,744,275,b2ae420626eea8625b10dde1aa372b7fb1fe85b9f0f4b91dce40cca77f6d7e71,28,262,14.0,131.0,0.00806,2,0.977099,0.022901,0.0,38.144726,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile381.png,IAASB-2025-Handbook-Volume-1,746,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.005019,2,0.976281,0.023719,0.0,38.803655,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile382.png,IAASB-2025-Handbook-Volume-1,748,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.004927,2,0.976281,0.023719,0.0,38.803655,
drop,16,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile383.png,IAASB-2025-Handbook-Volume-1,750,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.008002,2,0.976281,0.023719,0.0,38.803655,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile384.png,IAASB-2025-Handbook-Volume-1,752,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.004926,2,0.976281,0.023719,0.0,38.803655,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile385.png,IAASB-2025-Handbook-Volume-1,754,275,b2ae420626eea8625b10dde1aa372b7fb1fe85b9f0f4b91dce40cca77f6d7e71,28,262,14.0,131.0,0.006858,2,0.977099,0.022901,0.0,38.144726,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile386.png,IAASB-2025-Handbook-Volume-1,756,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.004926,2,0.976281,0.023719,0.0,38.803655,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile387.png,IAASB-2025-Handbook-Volume-1,758,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.004926,2,0.976281,0.023719,0.0,38.803655,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile388.png,IAASB-2025-Handbook-Volume-1,760,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.004926,2,0.976281,0.023719,0.0,38.803655,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile389.png,IAASB-2025-Handbook-Volume-1,762,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.004926,2,0.976281,0.023719,0.0,38.803655,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:26,IAASB-2025-Handbook-Volume-1_images/imageFile39.png,IAASB-2025-Handbook-Volume-1,64,353,e16c87046fe324add5070bed3576b5055048a6bf98a02690f02134d209ee7808,24,262,12.0,131.0,0.004141,2,0.951018,0.048982,0.0,55.036854,
drop,16,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile390.png,IAASB-2025-Handbook-Volume-1,764,275,b2ae420626eea8625b10dde1aa372b7fb1fe85b9f0f4b91dce40cca77f6d7e71,28,262,14.0,131.0,0.008445,2,0.977099,0.022901,0.0,38.144726,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile391.png,IAASB-2025-Handbook-Volume-1,766,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.004927,2,0.976281,0.023719,0.0,38.803655,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile392.png,IAASB-2025-Handbook-Volume-1,768,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.004873,2,0.976281,0.023719,0.0,38.803655,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile393.png,IAASB-2025-Handbook-Volume-1,770,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.004926,2,0.976281,0.023719,0.0,38.803655,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:12,IAASB-2025-Handbook-Volume-1_images/imageFile394.png,IAASB-2025-Handbook-Volume-1,772,265,1fab56ffd61faf17f9ae8a4496141defc91dd8a4a681628aa9f7e7b72913ec81,28,262,14.0,131.0,0.004927,2,0.976281,0.023719,0.0,38.803655,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:3,IAASB-2025-Handbook-Volume-1_images/imageFile395.png,IAASB-2025-Handbook-Volume-1,774,285,cbaf8a8a1df7de9b4e16bdfe21252d8c8cd360bb607193af9ec08e404e5132cd,28,262,14.0,131.0,0.005086,2,0.976963,0.023037,0.0,38.255415,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile396.png,IAASB-2025-Handbook-Volume-1,776,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.00486,2,0.975736,0.024264,0.0,39.236179,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile397.png,IAASB-2025-Handbook-Volume-1,778,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.00493,2,0.975736,0.024264,0.0,39.236179,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile398.png,IAASB-2025-Handbook-Volume-1,780,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.00493,2,0.975736,0.024264,0.0,39.236179,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile399.png,IAASB-2025-Handbook-Volume-1,782,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.00493,2,0.975736,0.024264,0.0,39.236179,
drop,8,small_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin,IAASB-2025-Handbook-Volume-1_images/imageFile4.png,IAASB-2025-Handbook-Volume-1,1,4556,0e58ae73b281b5552fe79013a95f2534e7a9f6a8b70a3c71579ca171a9dd42eb,317,35,158.516,17.55,0.005739,383,0.477603,0.070843,0.0,49.976639,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:26,IAASB-2025-Handbook-Volume-1_images/imageFile40.png,IAASB-2025-Handbook-Volume-1,66,353,e16c87046fe324add5070bed3576b5055048a6bf98a02690f02134d209ee7808,24,262,12.0,131.0,0.004141,2,0.951018,0.048982,0.0,55.036854,
drop,16,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|dominant_flat_color|few_sample_colors|repeated_exact_in_document:3,IAASB-2025-Handbook-Volume-1_images/imageFile400.png,IAASB-2025-Handbook-Volume-1,784,285,cbaf8a8a1df7de9b4e16bdfe21252d8c8cd360bb607193af9ec08e404e5132cd,28,262,14.0,131.0,0.007625,2,0.976963,0.023037,0.0,38.255415,
drop,16,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile401.png,IAASB-2025-Handbook-Volume-1,786,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.008099,2,0.975736,0.024264,0.0,39.236179,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile402.png,IAASB-2025-Handbook-Volume-1,788,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.006657,2,0.975736,0.024264,0.0,39.236179,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:23,IAASB-2025-Handbook-Volume-1_images/imageFile403.png,IAASB-2025-Handbook-Volume-1,790,274,89a25494ce02b542e8e0d3bb7ff651d8b2606b6d8aa0f92ff6876e78073515ce,28,262,14.0,131.0,0.009094,2,0.975736,0.024264,0.0,39.236179,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:3,IAASB-2025-Handbook-Volume-1_images/imageFile404.png,IAASB-2025-Handbook-Volume-1,792,299,9ef7c6ff2a583b9b2796889639f9e2d539e442b6785505512c02a1fc04e891ef,24,175,12.0,87.3,0.002843,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:3,IAASB-2025-Handbook-Volume-1_images/imageFile405.png,IAASB-2025-Handbook-Volume-1,794,299,9ef7c6ff2a583b9b2796889639f9e2d539e442b6785505512c02a1fc04e891ef,24,175,12.0,87.3,0.002762,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile406.png,IAASB-2025-Handbook-Volume-1,796,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002763,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile407.png,IAASB-2025-Handbook-Volume-1,798,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002838,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile408.png,IAASB-2025-Handbook-Volume-1,800,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002825,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile409.png,IAASB-2025-Handbook-Volume-1,802,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002754,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:26,IAASB-2025-Handbook-Volume-1_images/imageFile41.png,IAASB-2025-Handbook-Volume-1,68,353,e16c87046fe324add5070bed3576b5055048a6bf98a02690f02134d209ee7808,24,262,12.0,131.0,0.004141,2,0.951018,0.048982,0.0,55.036854,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile410.png,IAASB-2025-Handbook-Volume-1,804,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002767,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile411.png,IAASB-2025-Handbook-Volume-1,806,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002758,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile412.png,IAASB-2025-Handbook-Volume-1,808,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002754,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile413.png,IAASB-2025-Handbook-Volume-1,810,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002754,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile414.png,IAASB-2025-Handbook-Volume-1,812,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002754,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile415.png,IAASB-2025-Handbook-Volume-1,814,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002754,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile416.png,IAASB-2025-Handbook-Volume-1,816,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002758,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile417.png,IAASB-2025-Handbook-Volume-1,818,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002754,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile418.png,IAASB-2025-Handbook-Volume-1,820,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002758,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:14,IAASB-2025-Handbook-Volume-1_images/imageFile419.png,IAASB-2025-Handbook-Volume-1,822,300,55e2a226cbd14ef5e579c8bc6b8f084e7c70db0eafaafb2ecaf21f1b2fbf1848,24,175,12.0,87.3,0.002758,2,0.941905,0.058095,0.0,59.65048,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:26,IAASB-2025-Handbook-Volume-1_images/imageFile42.png,IAASB-2025-Handbook-Volume-1,70,353,e16c87046fe324add5070bed3576b5055048a6bf98a02690f02134d209ee7808,24,262,12.0,131.0,0.004137,2,0.951018,0.048982,0.0,55.036854,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:3,IAASB-2025-Handbook-Volume-1_images/imageFile420.png,IAASB-2025-Handbook-Volume-1,824,299,9ef7c6ff2a583b9b2796889639f9e2d539e442b6785505512c02a1fc04e891ef,24,175,12.0,87.3,0.002877,2,0.941905,0.058095,0.0,59.65048,
drop,13,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors,IAASB-2025-Handbook-Volume-1_images/imageFile421.png,IAASB-2025-Handbook-Volume-1,826,285,e5dc2c95ca0feff40b7dc613cd7fe9912adcdb5fa14d88c447cc8d64e808547d,24,175,12.0,87.3,0.002927,2,0.943333,0.056667,0.0,58.957167,
drop,13,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors,IAASB-2025-Handbook-Volume-1_images/imageFile422.png,IAASB-2025-Handbook-Volume-1,828,285,e5dc2c95ca0feff40b7dc613cd7fe9912adcdb5fa14d88c447cc8d64e808547d,24,175,12.0,87.3,0.002809,2,0.943333,0.056667,0.0,58.957167,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:46,IAASB-2025-Handbook-Volume-1_images/imageFile423.png,IAASB-2025-Handbook-Volume-1,830,267,9af13a373ebe71d830f43c29abb96a4a23da46d00cd2c0ca3caca97671e1c67e,24,262,12.0,131.0,0.004164,2,0.974714,0.025286,0.0,40.033266,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:46,IAASB-2025-Handbook-Volume-1_images/imageFile424.png,IAASB-2025-Handbook-Volume-1,832,267,9af13a373ebe71d830f43c29abb96a4a23da46d00cd2c0ca3caca97671e1c67e,24,262,12.0,131.0,0.004225,2,0.974714,0.025286,0.0,40.033266,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:46,IAASB-2025-Handbook-Volume-1_images/imageFile425.png,IAASB-2025-Handbook-Volume-1,834,267,9af13a373ebe71d830f43c29abb96a4a23da46d00cd2c0ca3caca97671e1c67e,24,262,12.0,131.0,0.00417,2,0.974714,0.025286,0.0,40.033266,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:46,IAASB-2025-Handbook-Volume-1_images/imageFile426.png,IAASB-2025-Handbook-Volume-1,836,267,9af13a373ebe71d830f43c29abb96a4a23da46d00cd2c0ca3caca97671e1c67e,24,262,12.0,131.0,0.00417,2,0.974714,0.025286,0.0,40.033266,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:46,IAASB-2025-Handbook-Volume-1_images/imageFile427.png,IAASB-2025-Handbook-Volume-1,838,267,9af13a373ebe71d830f43c29abb96a4a23da46d00cd2c0ca3caca97671e1c67e,24,262,12.0,131.0,0.00417,2,0.974714,0.025286,0.0,40.033266,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:46,IAASB-2025-Handbook-Volume-1_images/imageFile428.png,IAASB-2025-Handbook-Volume-1,840,267,9af13a373ebe71d830f43c29abb96a4a23da46d00cd2c0ca3caca97671e1c67e,24,262,12.0,131.0,0.00417,2,0.974714,0.025286,0.0,40.033266,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:46,IAASB-2025-Handbook-Volume-1_images/imageFile429.png,IAASB-2025-Handbook-Volume-1,842,267,9af13a373ebe71d830f43c29abb96a4a23da46d00cd2c0ca3caca97671e1c67e,24,262,12.0,131.0,0.00417,2,0.974714,0.025286,0.0,40.033266,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:26,IAASB-2025-Handbook-Volume-1_images/imageFile43.png,IAASB-2025-Handbook-Volume-1,72,353,e16c87046fe324add5070bed3576b5055048a6bf98a02690f02134d209ee7808,24,262,12.0,131.0,0.00433,2,0.951018,0.048982,0.0,55.036854,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:46,IAASB-2025-Handbook-Volume-1_images/imageFile430.png,IAASB-2025-Handbook-Volume-1,844,267,9af13a373ebe71d830f43c29abb96a4a23da46d00cd2c0ca3caca97671e1c67e,24,262,12.0,131.0,0.00417,2,0.974714,0.025286,0.0,40.033266,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:46,IAASB-2025-Handbook-Volume-1_images/imageFile431.png,IAASB-2025-Handbook-Volume-1,846,267,9af13a373ebe71d830f43c29abb96a4a23da46d00cd2c0ca3caca97671e1c67e,24,262,12.0,131.0,0.00417,2,0.974714,0.025286,0.0,40.033266,
